ProviderID,ProviderFirstName,ProviderMiddleInitial,ProviderLastName,ProviderNameSuffix,ProviderType,ProviderGender,ProviderRaceEthnicity,ProviderDOB,ProviderAge,ProviderNPI
98d708e2-35e1-4139-ab2e-bd84079a2e86,Michael,K,Swanson,Jr.,General Practitioner,Male,Native American,2000-06-12,25,5900379341
02294215-4e46-4f84-b827-06e90cfd9079,Kathryn,J,Thomas,MD,Pediatrician,Male,Asian,1981-04-18,44,5741402135
a941d146-f870-4d8b-923b-ecd6273f8f03,Jessica,B,Watson,Jr.,Pediatrician,Female,White,1976-07-19,49,6226783800
6827349c-c8c1-428f-aced-b45dc9cab408,Kellie,Y,Davis,III,Neurologist,Male,Other,1997-03-09,28,7393435488
4d202fcb-3d5a-4dbf-b21f-cb81c4004aad,Kristopher,I,Kane,None,General Practitioner,Female,Native American,1963-06-12,62,9835273219
6e93291f-69e4-4f2f-8a42-eebfc76837ee,Kathleen,Y,Smith,PhD,Cardiologist,Other,Native American,1959-11-25,66,7042551352
2ccc1686-4e34-4e3c-a22a-c3dbaffab584,Virginia,U,Torres,III,Pediatrician,Male,Black or African American,1979-03-01,46,3170924674
68a1b883-6203-4ce9-8ccb-b18b05171332,Alexandra,X,Jimenez,Jr.,Cardiologist,Male,Other,1949-01-07,76,1559728984
3a296e95-61db-4feb-9ff5-0c5c61aa4da6,Amanda,U,Sanchez,PhD,Pediatrician,Other,Native American,1999-10-09,26,3829863671
46d3aedd-1219-40ff-9f02-30f47b712a54,Thomas,C,Key,II,Cardiologist,Male,Hispanic or Latino,1970-06-07,55,1534140874
b6e0c314-8938-46cf-be65-b34206a3b245,Deborah,X,Mack,II,Dentist,Other,Other,1989-10-20,36,4258866829
fdec2698-9d6d-492e-b01b-8c0ddf1e4b17,Margaret,K,Phillips,None,Neurologist,Male,Black or African American,1967-02-11,58,5593026086
f2c71b12-0c02-4136-9e27-1604bbb4a0ac,Suzanne,E,Nelson,None,Pediatrician,Other,Native American,1970-07-06,55,3687645648
c08bcebe-8aa3-43eb-8647-8de62beb3846,Douglas,R,Norton,Sr.,Cardiologist,Female,Native American,1993-01-07,32,1734949234
54af93a9-3d86-48c3-9973-9c4f7ae2cbd3,Cynthia,H,Johnson,None,Pediatrician,Male,Other,1949-12-04,76,4189292756
badbef05-79fd-4508-973e-684fef0bcab8,Sabrina,Y,Griffin,None,Cardiologist,Female,White,1951-05-10,74,5732739953
e41e0424-cbd7-4eb5-b8f7-6a999db6ebb4,Isaiah,U,Jones,Jr.,Cardiologist,Other,Other,1957-09-10,68,4335812158
8774c62d-5692-49ae-9d68-cb096a9307da,David,H,Ellison,Jr.,General Practitioner,Other,Black or African American,1990-10-01,35,3493724631
88f055d2-fcc7-4bf0-8a54-261601244a20,Charles,S,Barton,PhD,Dentist,Female,White,1966-06-23,59,1922591691
ab047ee7-7fba-48c7-94a3-a5f526c47397,Anthony,J,Morales,II,Cardiologist,Male,White,1945-12-28,80,3967866202
32b6edf8-6366-419e-80f1-45ea6452623a,Elizabeth,F,Williams,II,Neurologist,Male,Native American,1990-03-28,35,9960584594
055e6d8d-a22b-4682-8ffa-0c8c008c2743,James,I,Smith,III,Pediatrician,Other,White,1958-08-05,67,2395358300
826276d5-285d-4a1a-a2ea-4add6db10838,Olivia,X,Macdonald,II,Neurologist,Male,Other,1968-12-06,57,8136501445
41502485-deb2-45a1-ad2b-53633a300c85,Michael,W,Phelps,MD,Pediatrician,Other,Asian,1956-03-19,69,9283293382
2e165245-600a-49c7-bc71-effac0a7fd16,Angela,T,Wise,III,Neurologist,Female,White,1950-06-05,75,1540518697
2e11326e-b329-4cbd-a611-20f3adeb5408,Nicholas,A,Crane,PhD,Neurologist,Female,Other,1948-11-28,77,6246031999
1f5ca301-c455-4d81-9969-589f0f2a8b5b,Mark,W,Lynch,None,Pediatrician,Other,Native American,1984-06-18,41,2007126303
62507609-80c1-43ab-8865-d402da5d9f99,Leslie,U,Yoder,None,Dentist,Female,Hispanic or Latino,1958-03-12,67,5892701031
4d71f5f0-984c-468c-9ac1-2b6526a33af9,Luis,O,Fitzgerald,III,Dentist,Female,Asian,1998-04-05,27,1199812121
f576fbec-794c-4252-b6b8-1618a5026930,Katherine,P,Lynch,None,Dentist,Other,Other,1962-06-22,63,7882609676
28bf2263-0e36-4f04-adbd-b5b0cae36dd0,Luis,C,Smith,Sr.,General Practitioner,Female,Other,1972-04-08,53,1660084596
7a96dfde-b486-47f8-bcda-a971b2cfa062,Dawn,U,Garcia,Sr.,Dentist,Female,Hispanic or Latino,1986-06-24,39,3451386677
da849c68-6442-4ddc-b4b1-47afb6743ddd,John,U,Floyd,II,Neurologist,Male,Asian,1978-08-30,47,2139917637
270debf7-a79a-4a7f-99e9-ba7ce0dadc93,Calvin,U,Lynch,None,Neurologist,Female,Hispanic or Latino,1997-06-09,28,1104017715
47df5475-b95c-4c62-bfb0-c1a052f29d2f,Christopher,W,Bishop,MD,Dentist,Other,Hispanic or Latino,1949-11-25,76,3172008494
bf6e2dd4-fd02-44a4-be78-a5d61eb2e4bb,Zachary,C,Martinez,Jr.,General Practitioner,Male,Hispanic or Latino,1986-04-03,39,4136069327
843a4690-2db9-4724-988a-b000338f52f6,Susan,R,Lamb,II,Pediatrician,Other,Black or African American,1983-01-29,42,3132911015
3f7074d3-feba-4189-b7ef-222df97f4858,Tina,M,Moore,Sr.,General Practitioner,Male,Hispanic or Latino,1962-03-22,63,7876371261
ca87a9a6-a9ff-448e-9aaa-2d31ef56dfba,Devin,C,Glass,II,Neurologist,Other,Hispanic or Latino,1978-12-30,47,1474010339
287ceab3-0c38-480b-96d3-de6c1f7bcdb7,Earl,K,Gregory,MD,Pediatrician,Other,White,1996-08-30,29,1890406774
add73e1c-5344-4ea7-b86d-9167f8e1fec2,Paul,R,Lopez,PhD,Pediatrician,Other,Black or African American,1976-09-13,49,9356048579
9b585900-8bf4-451f-97ef-4dfab41ea9e8,Timothy,U,Rosales,Sr.,Cardiologist,Male,White,1971-04-06,54,7255591942
ef3dd63c-02e1-4957-bba2-f51d6e7a9da4,Cameron,C,Meyer,Jr.,Pediatrician,Other,Black or African American,1993-06-09,32,2031036477
2c4d0bcd-c751-4846-83ff-63f42fb47c2a,Amber,E,Arnold,Jr.,Cardiologist,Female,Asian,1962-08-19,63,4825568151
3b434f54-9fb8-41cd-ada5-21bcfacdb8b3,Lindsay,A,Leon,Jr.,Neurologist,Other,Native American,1966-10-06,59,1056474182
9b6691e1-6cf6-4b82-8b14-007cc8d2a290,Cassandra,L,Cox,II,General Practitioner,Male,White,1972-08-20,53,1386307622
c093789f-d58b-4b9d-a752-9f49ca2977cc,John,L,Lopez,PhD,Dentist,Male,Black or African American,1989-04-20,36,1770607766
13dbce3e-ce4a-4c7f-ab96-c6bd8a382859,Dave,U,Giles,MD,Neurologist,Other,Other,1955-08-06,70,8283230862
6fad0d64-70af-4b34-bc69-baafdb8c8b3e,Mary,W,Williams,PhD,Pediatrician,Female,Other,1955-09-26,70,4857590742
1b084ea9-b7d4-4039-88e4-89402a08da49,Bethany,G,Bauer,None,Neurologist,Male,Asian,1970-03-08,55,6047145650
b0844ba1-a0d1-48be-b13f-8a9c8c6d4a2e,Mary,Q,Rodriguez,III,Neurologist,Female,Black or African American,1988-12-19,37,8889416362
cd86b247-fe0b-4378-a2d9-3a343528fbec,James,F,Delacruz,Jr.,Dentist,Female,Asian,1989-07-10,36,8119480876
b4372f0d-9c1f-42a1-8224-d7a5c7968d39,Ryan,S,Poole,MD,General Practitioner,Other,Hispanic or Latino,1945-09-03,80,1189268166
ea3331a3-18a3-4469-9ee5-fd2832b7ffd3,Victoria,Z,Friedman,None,General Practitioner,Other,Native American,1975-05-18,50,5464589769
f90df0cd-1a70-4d58-934b-a02004fb43c3,Danielle,U,Gallegos,III,Neurologist,Female,Black or African American,1971-02-11,54,3541347271
b07f88ce-a56e-4270-accd-35aedda53cfd,Eric,N,Sandoval,Jr.,Dentist,Other,Asian,1961-05-03,64,6348412840
4716bbb2-a271-481f-a452-02dcecab934b,Brenda,S,Smith,Sr.,General Practitioner,Female,Asian,1965-01-10,60,7863180733
3aa78f82-061b-4bb4-9cba-9319eeb0d1fd,William,P,Fisher,Jr.,Cardiologist,Female,Asian,1959-09-13,66,5927362921
ef53046e-ea26-48f8-91a0-709ff559d3f2,Jeffrey,K,Young,III,Neurologist,Other,Native American,1979-03-08,46,4422664594
2168d0d2-c20e-4bb3-a884-ff20b2dccb28,Tamara,P,Sims,PhD,Pediatrician,Female,Native American,1950-03-14,75,7752974683
3dad2252-170e-49c6-964b-212b32e7767f,Michael,E,Parker,Jr.,Dentist,Female,Native American,1962-10-28,63,1155739633
8bc82ea3-9f74-4718-8742-356fe310aa30,Rachel,C,Anderson,None,Dentist,Female,Native American,1986-05-08,39,2651403146
86558de9-1f8c-4635-b893-5cce215e2f29,Kevin,Z,Warren,PhD,Neurologist,Male,Other,1957-03-16,68,1691093318
76b410ab-e9e1-4a99-9dbb-3b82845691df,Natasha,U,Rogers,None,Dentist,Female,White,1957-05-30,68,4509927241
11f7c164-5df7-4c43-9603-daa2726f698e,Hector,P,Griffin,III,General Practitioner,Male,Other,1952-03-31,73,3602275184
ea3a1b11-3949-405c-9f7a-727476cdbc8b,Mitchell,M,Nguyen,PhD,Neurologist,Other,White,1990-06-18,35,8179220155
f0bcc689-7af7-4676-843f-f4a01cf91a07,Stacey,A,Lopez,II,Cardiologist,Male,Asian,1978-09-11,47,7108402348
700d1152-4241-44b9-9490-895bcbc3773d,Robert,Y,Tapia,Jr.,Neurologist,Male,Other,1987-04-08,38,4813001785
66ec207a-64a0-4d37-a90f-bdf0c682e801,Michael,E,Rodriguez,III,Pediatrician,Male,Hispanic or Latino,1976-11-01,49,6268547949
45ddd210-a7fb-456f-a258-8ea2011ec02d,Michael,U,Davidson,Sr.,Neurologist,Male,Asian,1959-04-11,66,1162975782
904836bd-d5c5-449f-9734-bc65f41f113f,Mary,I,Castaneda,PhD,Pediatrician,Female,Other,1947-09-01,78,5944695344
c273e862-ac30-42ac-af33-61b3176dfa89,Jack,F,Dean,Jr.,General Practitioner,Female,Other,1987-02-26,38,8832306754
bd87c322-33ea-43db-9745-704e941a9117,Joseph,X,Davis,Jr.,Dentist,Male,Hispanic or Latino,1999-04-27,26,9759396545
9c3c46d9-5a24-4247-b7bc-ffea3e780d40,John,F,Hughes,PhD,Pediatrician,Female,Black or African American,1986-01-26,39,8544221165
90e4661b-9907-4cf5-aa10-a1f31523914f,Kathleen,G,Daniel,II,Neurologist,Female,Black or African American,1994-06-17,31,4669125435
e010ccd3-0fe4-419b-92ca-24e9d8d7dc30,Hannah,D,Velasquez,None,Pediatrician,Female,Asian,1999-10-02,26,6701102925
d0ea2f05-82c9-4fc6-bda2-d37fae277506,Angela,J,Davidson,III,Dentist,Male,Native American,1950-01-04,75,9727890928
2e0db3c9-73ca-4291-97fa-914e45e49d8d,John,V,Jordan,MD,Dentist,Male,Black or African American,1983-05-25,42,5243881561
b652f342-123a-4a9d-86f2-75fa8aed793d,Scott,F,Howard,MD,Neurologist,Other,Native American,1947-09-05,78,6408827947
39c122b5-d01e-4fd8-858e-1145a770010f,Rebecca,A,King,II,Cardiologist,Female,Native American,1986-08-30,39,4986598997
eb6422e9-4f74-4371-8575-d49cf1026341,Jacob,M,Rodriguez,Jr.,Dentist,Other,Hispanic or Latino,1990-12-07,35,4021835115
48870600-5980-4d06-91a8-e5e5bd996345,Sara,Q,Moran,PhD,Dentist,Female,Other,1954-05-20,71,1505574463
1938c3fa-861f-43f1-b5fb-79bcafa0210f,Benjamin,C,Cross,Sr.,General Practitioner,Male,Black or African American,1994-10-14,31,2742160097
21475c55-94f5-48c4-9d62-5b38e3816d92,Catherine,J,Thornton,Jr.,Cardiologist,Other,Native American,1955-01-23,70,4774256899
0f8e9015-2f48-4489-b4c6-091289965fa4,Morgan,I,Lloyd,Sr.,Dentist,Other,Hispanic or Latino,1986-06-04,39,1458834907
f68bcd36-e7a1-4b25-b53f-e2cf6ac005c4,Kimberly,L,Jenkins,Sr.,Dentist,Female,Native American,1972-08-27,53,7786169252
9d9c4370-c5a4-43ba-af59-b8ec3c750108,James,B,Conley,Jr.,Pediatrician,Other,Black or African American,1945-07-20,80,1943659715
20efe7c6-1d09-4f31-9284-e2308df1f4a0,Katherine,R,Jackson,Sr.,Cardiologist,Other,Black or African American,1994-08-19,31,3003055188
0891e6f9-7b77-4d8c-9a5f-a89b12028f12,Sonya,H,Martinez,Sr.,Pediatrician,Male,Hispanic or Latino,1969-07-15,56,4142320767
be47e76e-c844-4126-a6a1-192cd13e9c6e,Jorge,J,Wallace,II,Cardiologist,Male,Native American,1983-07-29,42,4468903187
9f223c1b-2132-4f39-8ae1-3084d61ef031,Bradley,M,Peterson,II,General Practitioner,Male,Asian,1998-02-13,27,9499652308
9653c5e7-917d-40c9-b54e-12901aadee15,Andrea,F,Wilkins,Jr.,Pediatrician,Other,Asian,1978-04-29,47,2671378397
70c2efc3-d191-41f7-ad42-da4185e80d5b,Matthew,Z,Jones,MD,Dentist,Female,White,1980-06-12,45,6012517973
7eece1d3-7113-43f9-88d6-208c213f42e2,Connor,V,Macias,II,Neurologist,Other,Asian,1965-07-03,60,2971546654
35078373-5898-4bd2-94ec-e95b559b7445,Amanda,V,Evans,II,General Practitioner,Female,White,1970-01-24,55,4250788002
d26aa766-5637-46ce-85cf-56f4e850d1de,Gwendolyn,D,Aguilar,III,Pediatrician,Male,White,1982-01-26,43,4293302611
5f09737e-c4d1-4bcd-89a5-cf25f610abbe,Anthony,M,Jackson,III,Cardiologist,Other,White,1982-12-04,43,2094146809
4fe8da49-0d37-459f-ab0d-d5021d8f6f16,Gabriella,C,Watson,None,General Practitioner,Male,White,1951-01-22,74,2534340012
4d3febde-d77d-4fce-9bcd-dae75b81072f,Gary,X,Odom,III,General Practitioner,Female,White,1988-06-18,37,1652962044
30ee250f-2068-49cb-b9c0-5a0834a5fa9a,Billy,R,Beck,Sr.,Cardiologist,Other,Black or African American,1998-05-17,27,3033017563
63122131-90e4-42fc-894c-1bdd1e032fb0,Jessica,X,Norris,III,Neurologist,Female,Black or African American,1978-06-16,47,9358745364
f66c5647-d815-4cc4-a8c3-2cc9920099ca,Jennifer,A,Rodriguez,MD,Cardiologist,Female,White,1981-04-15,44,2439815490
1bd4ba1a-ae18-46ee-a98e-1a7b4f738119,Cameron,B,Collins,MD,Neurologist,Male,Black or African American,1990-10-12,35,5993442612
a870a816-1528-4537-9d8b-4b627d71e6ba,Wesley,Y,Suarez,Sr.,Pediatrician,Female,Asian,1997-06-28,28,8332300941
c1bbe1bc-83f5-466b-89ab-271be547518e,Joel,B,Russo,None,Dentist,Male,Black or African American,1961-01-10,64,4132003913
f097282a-2d93-463a-96af-4398049f04e0,Robin,S,Roberts,PhD,Neurologist,Other,Hispanic or Latino,1974-03-23,51,2775251818
dc1740cc-7a9b-4565-adbf-48977795f862,Jesse,P,Garcia,MD,Pediatrician,Male,Other,1950-08-23,75,4671292263
84ae5e52-fbce-4e28-8a7f-25d4f9411ee3,Darlene,L,Webb,PhD,Cardiologist,Other,Asian,1996-10-06,29,3927652898
d7c81f7a-655e-4849-a602-16c1162480eb,Craig,Q,Johnson,II,General Practitioner,Male,Hispanic or Latino,1954-08-15,71,6173869027
9b3db381-471d-4dcd-bed7-a1c61a3ee410,Christine,P,Hammond,MD,Pediatrician,Female,Native American,1953-07-06,72,6567676123
035b4735-0f07-4c9e-a3b8-1771546bd7d3,Jeff,W,Peterson,Jr.,General Practitioner,Male,Black or African American,1982-01-31,43,8518443808
3a311ea7-40b6-4d26-a7cc-d1ebbc728537,Cassandra,T,Summers,II,Neurologist,Other,White,1977-12-19,48,3826384535
07d81f25-55fc-428e-a4f9-bbe6907d5731,Patrick,Q,Murray,III,Cardiologist,Male,Other,1998-06-15,27,7972237736
cd839743-e931-4b54-b261-0709070dfa74,Janet,V,Melton,MD,Cardiologist,Male,Black or African American,1966-09-28,59,2059528559
6f256631-2b07-405a-ba38-b628e2cdeb9e,Heather,Q,Kim,None,Neurologist,Other,Other,1949-09-27,76,1059898572
71a2ab45-8796-4e34-8784-19ca15bf7376,Dawn,F,James,Sr.,Neurologist,Male,White,1979-04-15,46,6812861157
afebae87-9be7-4a18-979f-05d0930743d6,Jennifer,E,Webb,MD,General Practitioner,Other,Asian,1999-07-09,26,7934810906
e70cedb0-647e-4619-b9d9-0ec4636a27cd,Kim,D,Allen,PhD,Cardiologist,Male,Black or African American,1958-08-25,67,2014958188
b6ec70db-0600-4901-a342-a9bed63f7e76,Tim,O,Perry,III,Dentist,Other,Hispanic or Latino,1970-05-23,55,4987352742
c67179ef-ff4c-46f2-921e-93e069da35e4,Veronica,X,Soto,Jr.,General Practitioner,Other,Asian,1993-08-25,32,3206645664
fdb73b73-75b4-44fa-b32a-af59e78b83eb,James,C,Sims,PhD,Cardiologist,Male,Hispanic or Latino,1982-08-28,43,9763977229
d6265101-1405-45b8-80cd-246462ea69c3,Valerie,X,Pierce,None,Pediatrician,Male,Hispanic or Latino,1946-09-18,79,1763974300
6ba1e621-69e8-4bf5-b35b-8b09b57b5f5e,Elizabeth,H,Thomas,MD,Dentist,Female,Native American,1962-06-28,63,3813258157
8b9b2be1-79ea-4315-bd83-e0b030e3c231,Katelyn,G,Henderson,None,Dentist,Male,Asian,1995-10-23,30,5097433376
69b89a99-2e72-4ee2-a202-f2f2459ed9c1,Gregory,N,Atkins,None,General Practitioner,Other,Native American,1999-03-09,26,8114050579
1bfccf96-ec90-47ec-9b0c-02596783f131,Brian,X,Wall,II,Dentist,Male,White,1952-09-02,73,4650655312
66c06386-5db7-4deb-a473-82b8bf0e51f5,Shannon,Z,Blankenship,II,General Practitioner,Female,Asian,1979-02-20,46,9807367397
6478b8ea-e0e6-4ee2-971d-f707b8746db9,Michael,Z,Castro,Sr.,Neurologist,Male,Hispanic or Latino,1991-08-03,34,2339144049
9ee17618-7d89-4c31-9621-9059bd601d82,Matthew,Y,Jones,None,Cardiologist,Female,Native American,1957-11-21,68,4985095456
d1c66369-7c95-4776-929f-45eb9c0cf1ce,Richard,U,Blackburn,III,Cardiologist,Female,Black or African American,1947-05-07,78,8567164182
9f169e15-8110-407e-8131-4808f858dc76,Kenneth,X,Lee,PhD,Dentist,Male,Black or African American,1968-07-27,57,2697451518
170c29e4-c233-4059-87a8-191b913db9a2,Michael,F,Wilkerson,II,General Practitioner,Female,Other,1953-07-14,72,6496545496
238621d8-c093-4d2a-bf22-44707f07ea3d,Michael,K,Vasquez,Jr.,Pediatrician,Male,White,1993-06-07,32,2160560550
cd6b07f8-1083-408b-bf71-00b2a774d0af,Michael,L,Harrington,PhD,Pediatrician,Female,Black or African American,1989-10-03,36,2377508778
7e8d1c0b-3c89-44b1-aeb3-1658572fd7a6,Katherine,J,Olson,II,Pediatrician,Other,Native American,1969-11-25,56,8969298141
f980879a-4cc2-4e6e-a6d4-366d96e6040f,Jacob,D,Reed,II,General Practitioner,Other,White,1956-11-05,69,3349956239
b4cae5dc-339d-4612-b770-cde9981a5e84,Amber,B,Foster,Jr.,General Practitioner,Other,Native American,1987-09-16,38,2670780756
7a3f3fae-2601-4395-a763-aa5dac9fdba4,Tammy,O,Mcdonald,III,General Practitioner,Other,White,1956-09-12,69,5296200998
cf69f408-384e-4af6-af03-2ad2a663e7f6,Andrea,R,Kelly,Jr.,Neurologist,Other,Other,1977-11-12,48,9686755902
8c48d692-ae5c-4912-9b3c-9d6f53a7dded,Jason,H,Evans,PhD,Cardiologist,Male,Other,1990-07-04,35,8604353482
b4c57a69-2d75-43dd-8f43-815c30f7ccbb,Robyn,B,Sanders,III,General Practitioner,Other,Black or African American,1982-09-23,43,6475752496
aa4a6329-eff4-45b8-a72d-fc2f3fa4c5f7,Thomas,Y,Charles,III,Dentist,Male,Other,1957-02-16,68,4916752932
3e6b7a37-f20e-412c-a3b5-e8d516b6b13e,Keith,K,Roberts,None,Pediatrician,Other,Native American,1965-10-14,60,7629191781
85824ab8-4b00-407a-a1d8-65e8a6bad26e,Aaron,H,Reyes,Jr.,Neurologist,Other,Asian,1982-11-06,43,3427823050
76eac02a-4952-48bc-b48b-dcfd2eca1a5a,Richard,A,Wade,Jr.,Cardiologist,Other,Native American,1981-10-09,44,4151565008
c81a23ce-9b09-4992-b9b5-d859693c6909,Renee,S,King,PhD,Cardiologist,Male,Hispanic or Latino,1998-10-16,27,2907755612
b809bfaf-8ed2-443c-8d2e-95181f67f993,Sara,J,Williams,II,Neurologist,Male,Asian,1968-08-13,57,7211539688
09ff9385-6d06-4380-b522-4786ce1bfd05,Paul,C,Meyer,II,Cardiologist,Other,Black or African American,1948-07-22,77,4615663406
4d0e010f-af97-42df-8e2d-578dee4f4f9c,Carla,G,Stone,MD,Cardiologist,Female,White,1993-11-26,32,1740111210
6076218a-10e5-4277-b833-bdb8c4fae321,Adam,I,Cruz,None,General Practitioner,Female,Asian,1956-06-18,69,4886392112
8dd5be1a-f23e-4852-b279-14310f55ceb1,Kylie,U,Maldonado,MD,Pediatrician,Female,Native American,1954-10-03,71,9049335351
03d31516-cc79-4074-86d4-e873c8c21d43,Christopher,E,Christensen,III,Dentist,Other,Other,1969-06-02,56,8611515402
92ab7f89-31c5-47a9-be08-31bf2eb4f20e,Andrew,R,Stafford,PhD,Pediatrician,Male,White,1970-06-30,55,2325695868
89ccd27c-fe9b-4a6f-8be4-aea900871fb1,Brandon,E,Taylor,PhD,Dentist,Other,Asian,1954-05-16,71,2808932469
bded21aa-c01b-47f0-aa52-6a70254547e9,Jessica,F,Fernandez,Sr.,General Practitioner,Female,Other,1982-01-05,43,3133735656
9ef3678b-1d07-4903-a798-7f44eba43f25,Melvin,M,Thomas,PhD,Pediatrician,Female,White,1988-06-19,37,6873805835
ce395f0b-30bb-497e-be45-7d5cffb5b41b,Robert,O,Baker,PhD,Neurologist,Female,Other,1987-05-22,38,7671872221
a386f531-eec7-4d39-bd17-8c199c526fa2,Miguel,V,Underwood,II,Pediatrician,Female,White,1955-09-21,70,3117092975
d29c86f8-e3e6-4b06-b4e5-cff6ed537576,Adam,E,Bullock,III,Neurologist,Male,Hispanic or Latino,1975-06-11,50,8158011632
45d36535-0962-4dab-a771-40d92c6aac0b,Gregory,U,Brown,Jr.,General Practitioner,Female,Hispanic or Latino,1986-12-28,39,7720994114
d59a38f8-5190-4755-abf7-142c71362a7b,Anthony,I,Hunter,None,Neurologist,Other,Asian,1947-06-18,78,8984177721
97f43da6-4466-4d26-9274-7c13c5070d02,Joshua,U,Taylor,Sr.,General Practitioner,Other,Other,2000-02-23,25,1425621896
284265c5-8eb3-4f7f-b7b9-522cc2fd9368,Logan,O,Scott,Sr.,Dentist,Female,Hispanic or Latino,1958-11-22,67,2505885268
25b903c0-f192-4130-8a75-3e3683621474,Kristi,F,Medina,Jr.,Neurologist,Other,Asian,1990-06-16,35,9237807472
997fa181-b7a3-4aaf-b341-f8eb25583385,Sara,V,Bennett,PhD,Pediatrician,Male,Hispanic or Latino,1978-10-11,47,5270966249
be44e714-ebf6-4724-b030-c11833e034fd,Rebekah,V,Davis,II,Neurologist,Female,Hispanic or Latino,1981-11-09,44,3355729560
bbbc483f-1a99-462a-b79a-5d5ec97a7e8a,Nicholas,V,Watts,MD,Pediatrician,Female,White,1946-01-22,79,9383243486
12fa909a-e513-4e48-98cd-eaf71a093e22,Ellen,L,Lowe,Jr.,Neurologist,Male,Native American,1971-06-01,54,1730686732
9a376c16-639c-44f9-9381-3800f58f806d,Jason,W,Martin,II,Cardiologist,Other,Asian,1956-03-31,69,5386484027
a0fe59de-5801-4e0a-bd22-852894e96836,Erin,Q,Hester,MD,Dentist,Female,Black or African American,1965-07-09,60,4914136040
f6101c8c-245f-4f26-8808-237f2f22a7da,Mary,I,Garcia,MD,Cardiologist,Female,Hispanic or Latino,1999-07-06,26,4506967313
320a8c30-2e7a-4a8c-b619-22e017836753,Dean,X,Alexander,Sr.,Pediatrician,Female,Asian,1956-12-23,69,1830534705
b98bc713-8f94-4565-9979-850167f6586e,Justin,T,Kelley,MD,General Practitioner,Female,Other,1995-05-25,30,4090437643
6763a80b-b668-4da1-b9a6-8fb497b9d79c,Amanda,R,Mendoza,II,General Practitioner,Male,Asian,1994-07-14,31,6683271983
af2f1546-a0b5-4612-abaf-ed94015799d4,Paul,I,Morrison,None,Neurologist,Male,Asian,1947-06-07,78,1288087175
78a52fa7-6284-4a9f-a3d1-f303779d5536,Trevor,Q,Morse,Jr.,Neurologist,Female,White,1998-09-22,27,7649715522
1be43d70-8336-4b96-a381-c49da81edd24,Gregg,J,Juarez,PhD,Cardiologist,Male,Asian,1963-08-14,62,9900116920
00fc50b8-f503-4fb3-a10e-53368d96564e,Jeffrey,I,Gomez,III,Cardiologist,Other,White,1984-12-23,41,8500376384
f2d98a28-879b-4b33-ae8e-b32daab8c37f,Ryan,O,Garcia,III,Neurologist,Other,Asian,1996-06-17,29,6074517841
04d33ecd-ef06-4c52-b043-857508d6e63a,Brandy,J,Jones,PhD,Pediatrician,Other,Hispanic or Latino,1966-06-22,59,5234852155
84b1c8ea-e79a-4c1e-8554-c2204ee7695c,Jocelyn,V,Rivera,Jr.,General Practitioner,Other,Black or African American,1966-01-27,59,8474111005
5cbd8f85-f1d4-457a-9ebd-ef4ff58c71a9,Donna,F,Brandt,None,Pediatrician,Male,Asian,1982-02-18,43,7954244381
4b379bc8-a90a-431a-bd2d-729aeacdcb30,Susan,H,Boyle,None,Pediatrician,Male,White,1979-01-20,46,1561596633
247ef6dd-5289-4c36-beae-df1ddb82f97c,Michelle,F,Reynolds,III,General Practitioner,Female,Black or African American,1970-11-28,55,8897657194
4e15c8af-cfda-43f9-88e3-04734d81b075,Katrina,Y,Hickman,II,Dentist,Female,Other,1971-06-12,54,1996935805
9e737f5b-e8ef-46c6-873c-df38b1ac43f9,Barbara,E,Williams,III,Pediatrician,Male,Hispanic or Latino,1981-06-02,44,3848068855
8f46b54e-f210-4576-9ee6-eb6abd5e3f7d,Joshua,A,Mckee,None,Dentist,Other,Asian,1972-05-10,53,1740265476
a6bdbf63-05f5-4317-a274-8aaaf1067187,Christine,V,White,PhD,Pediatrician,Other,Black or African American,1983-12-17,42,1164642533
60f1aa80-64d6-4c3a-aad9-18e48d2e5989,Aaron,P,Montgomery,Sr.,Dentist,Female,Hispanic or Latino,1968-04-25,57,6637522753
a985ccab-1746-4b49-82c0-a8619507374e,Nicholas,R,Mack,None,Cardiologist,Male,Black or African American,1944-11-06,81,4564075221
cf7572ef-1c7e-4e35-8884-55fe56fe22f9,David,X,Perkins,PhD,Neurologist,Female,Asian,1990-06-03,35,7974861816
f990badc-a269-4f8d-89e6-5069d3df97fd,Diane,C,Richardson,Sr.,Dentist,Male,Other,1949-12-10,76,7834597288
26a3a31a-b9c7-43ae-b038-75787d80a462,Joy,S,Hernandez,III,Neurologist,Other,White,1991-09-21,34,5232721020
6e6a3089-8c6f-4ea6-b03b-b259d9293c12,Maureen,M,Dawson,MD,Cardiologist,Other,White,1975-07-12,50,5807176423
3bb395d0-f7fc-4462-a357-25ec0f0e971b,Sara,S,Green,III,Neurologist,Male,Native American,1987-08-14,38,2518996124
5a90f551-8c68-441f-9c6d-e13e12ad19b6,Angela,J,Dickerson,III,Dentist,Female,Native American,1973-05-05,52,1271749463
f4c26db7-ff5a-43bd-a3f9-1bd31bcdaea2,Tommy,O,Rice,III,Dentist,Male,Black or African American,1983-04-15,42,4666907003
c5d7545a-2417-42c7-810c-e159413dcd2c,Andrea,H,Hanson,III,Neurologist,Other,Native American,1997-03-10,28,6700563280
